traffic_volume,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,hour,day_of_week,month,year,is_weekend
2726,None,281.32,0.0,0.0,1,Clear,sky is clear,2012-04-10 05:00:00,5,1,4,2012,0
5689,None,280.74,0.0,0.0,1,Clear,sky is clear,2012-04-10 06:00:00,6,1,4,2012,0
6990,None,280.57,0.0,0.0,1,Clear,sky is clear,2012-04-10 07:00:00,7,1,4,2012,0
5985,None,281.86,0.0,0.0,1,Clear,sky is clear,2012-04-10 08:00:00,8,1,4,2012,0
5309,None,284.98,0.0,0.0,1,Clear,sky is clear,2012-04-10 09:00:00,9,1,4,2012,0
4603,None,289.18,0.0,0.0,1,Clear,sky is clear,2012-04-10 10:00:00,10,1,4,2012,0
4884,None,291.55,0.0,0.0,1,Clear,sky is clear,2012-04-10 11:00:00,11,1,4,2012,0
5104,None,294.97,0.0,0.0,1,Clear,sky is clear,2012-04-10 12:00:00,12,1,4,2012,0
5178,None,296.38,0.0,0.0,1,Clear,sky is clear,2012-04-10 13:00:00,13,1,4,2012,0
5501,None,297.32,0.0,0.0,1,Clear,sky is clear,2012-04-10 14:00:00,14,1,4,2012,0
5713,None,298.17,0.0,0.0,1,Clear,sky is clear,2012-04-10 15:00:00,15,1,4,2012,0
6292,None,298.06,0.0,0.0,20,Clouds,few clouds,2012-04-10 16:00:00,16,1,4,2012,0
6057,None,297.67,0.0,0.0,20,Clouds,few clouds,2012-04-10 17:00:00,17,1,4,2012,0
4907,None,296.36,0.0,0.0,40,Clouds,scattered clouds,2012-04-10 18:00:00,18,1,4,2012,0
3503,None,293.85,0.0,0.0,40,Clouds,scattered clouds,2012-04-10 19:00:00,19,1,4,2012,0
3037,None,292.43,0.0,0.0,40,Clouds,scattered clouds,2012-04-10 20:00:00,20,1,4,2012,0
2822,None,291.77,0.0,0.0,75,Clouds,broken clouds,2012-04-10 21:00:00,21,1,4,2012,0
1992,None,291.36,0.0,0.0,75,Clouds,broken clouds,2012-04-10 22:00:00,22,1,4,2012,0
1166,None,291.12,0.0,0.0,75,Clouds,broken clouds,2012-04-10 23:00:00,23,1,4,2012,0
627,None,290.63,0.0,0.0,75,Clouds,broken clouds,2012-05-10 00:00:00,0,3,5,2012,0
388,None,290.46,0.0,0.0,40,Clouds,scattered clouds,2012-05-10 01:00:00,1,3,5,2012,0
368,None,289.26,0.0,0.0,0,Clear,sky is clear,2012-05-10 03:00:00,3,3,5,2012,0
2489,None,283.21,0.0,0.0,75,Clouds,broken clouds,2012-05-10 05:00:00,5,3,5,2012,0
5537,None,282.24,0.0,0.0,90,Clouds,overcast clouds,2012-05-10 06:00:00,6,3,5,2012,0
6628,None,281.69,0.0,0.0,90,Clouds,overcast clouds,2012-05-10 07:00:00,7,3,5,2012,0
5534,None,280.57,0.0,0.0,90,Clouds,overcast clouds,2012-05-10 08:00:00,8,3,5,2012,0
5403,None,280.02,0.0,0.0,75,Clouds,broken clouds,2012-05-10 09:00:00,9,3,5,2012,0
4770,None,280.11,0.0,0.0,75,Clouds,broken clouds,2012-05-10 10:00:00,10,3,5,2012,0
5217,None,280.0,0.0,0.0,90,Clouds,overcast clouds,2012-05-10 11:00:00,11,3,5,2012,0
5870,None,280.53,0.0,0.0,90,Clouds,overcast clouds,2012-05-10 12:00:00,12,3,5,2012,0
5967,None,281.43,0.0,0.0,75,Clouds,broken clouds,2012-05-10 13:00:00,13,3,5,2012,0
6108,None,281.78,0.0,0.0,90,Clouds,overcast clouds,2012-05-10 14:00:00,14,3,5,2012,0
6128,None,281.91,0.0,0.0,90,Clouds,overcast clouds,2012-05-10 15:00:00,15,3,5,2012,0
6069,None,281.73,0.0,0.0,90,Clouds,overcast clouds,2012-05-10 16:00:00,16,3,5,2012,0
6169,None,281.42,0.0,0.0,90,Clouds,overcast clouds,2012-05-10 17:00:00,17,3,5,2012,0
5384,None,280.87,0.0,0.0,90,Clouds,overcast clouds,2012-05-10 18:00:00,18,3,5,2012,0
4063,None,280.15,0.0,0.0,90,Clouds,overcast clouds,2012-05-10 19:00:00,19,3,5,2012,0
3364,None,279.78,0.0,0.0,90,Clouds,overcast clouds,2012-05-10 20:00:00,20,3,5,2012,0
2971,None,279.65,0.0,0.0,75,Clouds,broken clouds,2012-05-10 21:00:00,21,3,5,2012,0
2450,None,279.22,0.0,0.0,40,Clouds,scattered clouds,2012-05-10 22:00:00,22,3,5,2012,0
1832,None,279.06,0.0,0.0,40,Clouds,scattered clouds,2012-05-10 23:00:00,23,3,5,2012,0
1231,None,278.81,0.0,0.0,90,Clouds,overcast clouds,2012-06-10 00:00:00,0,6,6,2012,1
718,None,278.55,0.0,0.0,90,Clouds,overcast clouds,2012-06-10 01:00:00,1,6,6,2012,1
545,None,278.59,0.0,0.0,90,Clouds,overcast clouds,2012-06-10 02:00:00,2,6,6,2012,1
411,None,276.99,0.0,0.0,75,Clouds,broken clouds,2012-06-10 04:00:00,4,6,6,2012,1
688,None,276.35,0.0,0.0,20,Clouds,few clouds,2012-06-10 05:00:00,5,6,6,2012,1
1352,None,275.4,0.0,0.0,1,Clear,sky is clear,2012-06-10 06:00:00,6,6,6,2012,1
2072,None,275.17,0.0,0.0,1,Clear,sky is clear,2012-06-10 07:00:00,7,6,6,2012,1
3342,None,274.99,0.0,0.0,1,Clear,sky is clear,2012-06-10 08:00:00,8,6,6,2012,1
4258,None,275.09,0.0,0.0,40,Clouds,scattered clouds,2012-06-10 09:00:00,9,6,6,2012,1
4861,None,276.88,0.0,0.0,20,Clouds,few clouds,2012-06-10 10:00:00,10,6,6,2012,1
5191,None,278.04,0.0,0.0,20,Clouds,few clouds,2012-06-10 11:00:00,11,6,6,2012,1
5669,None,279.08,0.0,0.0,40,Clouds,scattered clouds,2012-06-10 12:00:00,12,6,6,2012,1
5074,None,280.12,0.0,0.0,75,Clouds,broken clouds,2012-06-10 13:00:00,13,6,6,2012,1
5025,None,280.25,0.0,0.0,75,Clouds,broken clouds,2012-06-10 14:00:00,14,6,6,2012,1
5153,None,280.0,0.0,0.0,75,Clouds,broken clouds,2012-06-10 15:00:00,15,6,6,2012,1
5024,None,279.06,0.0,0.0,90,Clouds,overcast clouds,2012-06-10 16:00:00,16,6,6,2012,1
4779,None,278.91,0.0,0.0,90,Clouds,overcast clouds,2012-06-10 17:00:00,17,6,6,2012,1
4362,None,278.39,0.0,0.0,90,Clouds,overcast clouds,2012-06-10 18:00:00,18,6,6,2012,1
3860,None,278.16,0.0,0.0,90,Clouds,overcast clouds,2012-06-10 19:00:00,19,6,6,2012,1
3160,None,278.16,0.0,0.0,90,Clouds,overcast clouds,2012-06-10 20:00:00,20,6,6,2012,1
2992,None,277.93,0.0,0.0,90,Clouds,overcast clouds,2012-06-10 21:00:00,21,6,6,2012,1
3202,None,276.9,0.0,0.0,90,Clouds,overcast clouds,2012-06-10 22:00:00,22,6,6,2012,1
1941,None,276.34,0.0,0.0,75,Clouds,broken clouds,2012-06-10 23:00:00,23,6,6,2012,1
1233,None,276.11,0.0,0.0,75,Clouds,broken clouds,2012-07-10 00:00:00,0,1,7,2012,0
323,None,275.73,0.0,0.0,90,Clouds,overcast clouds,2012-07-10 03:00:00,3,1,7,2012,0
312,None,275.65,0.0,0.0,90,Clouds,overcast clouds,2012-07-10 04:00:00,4,1,7,2012,0
627,None,275.51,0.0,0.0,75,Clouds,broken clouds,2012-07-10 05:00:00,5,1,7,2012,0
1508,None,275.05,0.0,0.0,90,Clouds,overcast clouds,2012-07-10 06:00:00,6,1,7,2012,0
1539,None,274.77,0.0,0.0,90,Clouds,overcast clouds,2012-07-10 07:00:00,7,1,7,2012,0
2232,None,274.77,0.0,0.0,75,Clouds,broken clouds,2012-07-10 08:00:00,8,1,7,2012,0
4568,None,275.55,0.0,0.0,75,Clouds,broken clouds,2012-07-10 09:00:00,9,1,7,2012,0
4624,None,276.24,0.0,0.0,75,Clouds,broken clouds,2012-07-10 10:00:00,10,1,7,2012,0
4529,None,277.01,0.0,0.0,90,Clouds,overcast clouds,2012-07-10 11:00:00,11,1,7,2012,0
5139,None,277.43,0.0,0.0,90,Clouds,overcast clouds,2012-07-10 12:00:00,12,1,7,2012,0
6640,None,278.45,0.0,0.0,90,Clouds,overcast clouds,2012-07-10 13:00:00,13,1,7,2012,0
6589,None,279.27,0.0,0.0,90,Clouds,overcast clouds,2012-07-10 14:00:00,14,1,7,2012,0
4429,None,279.27,0.0,0.0,90,Clouds,overcast clouds,2012-07-10 15:00:00,15,1,7,2012,0
4329,None,279.44,0.0,0.0,90,Clouds,overcast clouds,2012-07-10 16:00:00,16,1,7,2012,0
3833,None,279.32,0.0,0.0,90,Clouds,overcast clouds,2012-07-10 17:00:00,17,1,7,2012,0
4015,None,279.27,0.0,0.0,90,Clouds,overcast clouds,2012-07-10 18:00:00,18,1,7,2012,0
3382,None,278.11,0.0,0.0,90,Clouds,overcast clouds,2012-07-10 19:00:00,19,1,7,2012,0
2815,None,276.79,0.0,0.0,75,Clouds,broken clouds,2012-07-10 20:00:00,20,1,7,2012,0
2110,None,275.73,0.0,0.0,90,Clouds,overcast clouds,2012-07-10 21:00:00,21,1,7,2012,0
1555,None,274.88,0.0,0.0,75,Clouds,broken clouds,2012-07-10 22:00:00,22,1,7,2012,0
959,None,273.92,0.0,0.0,20,Clouds,few clouds,2012-07-10 23:00:00,23,1,7,2012,0
455,Columbus Day,273.08,0.0,0.0,20,Clouds,few clouds,2012-08-10 00:00:00,0,4,8,2012,0
336,None,272.62,0.0,0.0,20,Clouds,few clouds,2012-08-10 01:00:00,1,4,8,2012,0
265,None,271.78,0.0,0.0,1,Clear,sky is clear,2012-08-10 02:00:00,2,4,8,2012,0
314,None,271.05,0.0,0.0,1,Clear,sky is clear,2012-08-10 03:00:00,3,4,8,2012,0
779,None,270.63,0.0,0.0,1,Clear,sky is clear,2012-08-10 04:00:00,4,4,8,2012,0
2571,None,270.33,0.0,0.0,1,Clear,sky is clear,2012-08-10 05:00:00,5,4,8,2012,0
5563,None,269.61,0.0,0.0,20,Clouds,few clouds,2012-08-10 06:00:00,6,4,8,2012,0
6676,None,270.01,0.0,0.0,20,Clouds,few clouds,2012-08-10 07:00:00,7,4,8,2012,0
5966,None,271.23,0.0,0.0,20,Clouds,few clouds,2012-08-10 08:00:00,8,4,8,2012,0
4832,None,273.71,0.0,0.0,20,Clouds,few clouds,2012-08-10 09:00:00,9,4,8,2012,0
4395,None,276.77,0.0,0.0,20,Clouds,few clouds,2012-08-10 10:00:00,10,4,8,2012,0
4411,None,279.47,0.0,0.0,20,Clouds,few clouds,2012-08-10 11:00:00,11,4,8,2012,0
4648,None,279.84,0.0,0.0,1,Clear,sky is clear,2012-08-10 12:00:00,12,4,8,2012,0
4602,None,282.34,0.0,0.0,40,Clouds,scattered clouds,2012-08-10 13:00:00,13,4,8,2012,0
5125,None,282.94,0.0,0.0,40,Clouds,scattered clouds,2012-08-10 14:00:00,14,4,8,2012,0
5502,None,283.48,0.0,0.0,1,Clear,sky is clear,2012-08-10 15:00:00,15,4,8,2012,0
5979,None,284.33,0.0,0.0,1,Clear,sky is clear,2012-08-10 16:00:00,16,4,8,2012,0
5663,None,284.48,0.0,0.0,40,Clouds,scattered clouds,2012-08-10 17:00:00,17,4,8,2012,0
4259,None,284.23,0.0,0.0,40,Clouds,scattered clouds,2012-08-10 18:00:00,18,4,8,2012,0
3069,None,281.99,0.0,0.0,20,Clouds,few clouds,2012-08-10 19:00:00,19,4,8,2012,0
2378,None,279.81,0.0,0.0,1,Clear,sky is clear,2012-08-10 20:00:00,20,4,8,2012,0
2030,None,279.35,0.0,0.0,1,Clear,sky is clear,2012-08-10 21:00:00,21,4,8,2012,0
1400,None,278.9,0.0,0.0,1,Clear,sky is clear,2012-08-10 22:00:00,22,4,8,2012,0
917,None,278.46,0.0,0.0,1,Clear,sky is clear,2012-08-10 23:00:00,23,4,8,2012,0
515,None,277.78,0.0,0.0,1,Clear,sky is clear,2012-09-10 00:00:00,0,0,9,2012,0
302,None,277.27,0.0,0.0,1,Clear,sky is clear,2012-09-10 01:00:00,1,0,9,2012,0
251,None,277.47,0.0,0.0,1,Clear,sky is clear,2012-09-10 02:00:00,2,0,9,2012,0
798,None,276.97,0.0,0.0,20,Clouds,few clouds,2012-09-10 04:00:00,4,0,9,2012,0
2678,None,276.52,0.0,0.0,40,Clouds,scattered clouds,2012-09-10 05:00:00,5,0,9,2012,0
5733,None,276.6,0.0,0.0,40,Clouds,scattered clouds,2012-09-10 06:00:00,6,0,9,2012,0
6449,None,277.31,0.0,0.0,75,Clouds,broken clouds,2012-09-10 07:00:00,7,0,9,2012,0
5765,None,278.38,0.0,0.0,90,Clouds,overcast clouds,2012-09-10 08:00:00,8,0,9,2012,0
5599,None,279.35,0.0,0.0,90,Clouds,overcast clouds,2012-09-10 09:00:00,9,0,9,2012,0
4534,None,281.37,0.0,0.0,90,Clouds,overcast clouds,2012-09-10 10:00:00,10,0,9,2012,0
4691,None,283.11,0.0,0.0,90,Clouds,overcast clouds,2012-09-10 11:00:00,11,0,9,2012,0
5067,None,284.08,0.0,0.0,75,Clouds,broken clouds,2012-09-10 12:00:00,12,0,9,2012,0
5030,None,285.14,0.0,0.0,75,Clouds,broken clouds,2012-09-10 13:00:00,13,0,9,2012,0
5300,None,286.35,0.0,0.0,90,Clouds,overcast clouds,2012-09-10 14:00:00,14,0,9,2012,0
5777,None,287.23,0.0,0.0,100,Rain,light rain,2012-09-10 15:00:00,15,0,9,2012,0
6349,None,288.53,0.0,0.0,90,Clouds,overcast clouds,2012-09-10 16:00:00,16,0,9,2012,0
6127,None,290.37,0.0,0.0,90,Clouds,overcast clouds,2012-09-10 17:00:00,17,0,9,2012,0
4460,None,290.13,0.0,0.0,90,Clouds,overcast clouds,2012-09-10 18:00:00,18,0,9,2012,0
3418,None,288.86,0.0,0.0,75,Clouds,broken clouds,2012-09-10 19:00:00,19,0,9,2012,0
2775,None,287.36,0.0,0.0,90,Clouds,overcast clouds,2012-09-10 20:00:00,20,0,9,2012,0
2306,None,285.11,0.0,0.0,90,Clouds,overcast clouds,2012-09-10 21:00:00,21,0,9,2012,0
1846,None,283.46,0.0,0.0,90,Clouds,overcast clouds,2012-09-10 22:00:00,22,0,9,2012,0
947,None,282.45,0.0,0.0,90,Clouds,overcast clouds,2012-09-10 23:00:00,23,0,9,2012,0
494,None,281.88,0.0,0.0,90,Clouds,overcast clouds,2012-10-10 00:00:00,0,2,10,2012,0
332,None,281.78,0.0,0.0,90,Clouds,overcast clouds,2012-10-10 01:00:00,1,2,10,2012,0
261,None,281.09,0.0,0.0,75,Clouds,broken clouds,2012-10-10 02:00:00,2,2,10,2012,0
361,None,281.17,0.0,0.0,90,Clouds,overcast clouds,2012-10-10 03:00:00,3,2,10,2012,0
5875,None,281.25,0.0,0.0,92,Clear,sky is clear,2012-10-10 06:00:00,6,2,10,2012,0
6793,None,281.25,0.0,0.0,99,Rain,light rain,2012-10-10 07:00:00,7,2,10,2012,0
6793,None,281.25,0.0,0.0,99,Drizzle,light intensity drizzle,2012-10-10 07:00:00,7,2,10,2012,0
6283,None,280.1,0.0,0.0,99,Rain,light rain,2012-10-10 08:00:00,8,2,10,2012,0
6283,None,280.1,0.0,0.0,99,Drizzle,light intensity drizzle,2012-10-10 08:00:00,8,2,10,2012,0
5680,None,279.61,0.0,0.0,99,Rain,light rain,2012-10-10 09:00:00,9,2,10,2012,0
5680,None,279.61,0.0,0.0,99,Drizzle,light intensity drizzle,2012-10-10 09:00:00,9,2,10,2012,0
4632,None,279.67,0.0,0.0,99,Clear,sky is clear,2012-10-10 10:00:00,10,2,10,2012,0
4887,None,280.19,0.0,0.0,1,Clear,sky is clear,2012-10-10 11:00:00,11,2,10,2012,0
5030,None,282.09,0.0,0.0,75,Clouds,broken clouds,2012-10-10 12:00:00,12,2,10,2012,0
5067,None,282.26,0.0,0.0,75,Clouds,broken clouds,2012-10-10 13:00:00,13,2,10,2012,0
5227,None,282.05,0.0,0.0,90,Clouds,overcast clouds,2012-10-10 14:00:00,14,2,10,2012,0
5610,None,281.59,0.0,0.0,90,Clouds,overcast clouds,2012-10-10 15:00:00,15,2,10,2012,0
6286,None,281.23,0.0,0.0,81,Clear,sky is clear,2012-10-10 16:00:00,16,2,10,2012,0
4775,None,282.6,0.0,0.0,81,Clear,sky is clear,2012-10-10 18:00:00,18,2,10,2012,0
3340,None,282.6,0.0,0.0,81,Clear,sky is clear,2012-10-10 19:00:00,19,2,10,2012,0
3013,None,282.6,0.0,0.0,81,Clear,sky is clear,2012-10-10 20:00:00,20,2,10,2012,0
2603,None,282.6,0.0,0.0,81,Clear,sky is clear,2012-10-10 21:00:00,21,2,10,2012,0
1910,None,282.6,0.0,0.0,81,Clear,sky is clear,2012-10-10 22:00:00,22,2,10,2012,0
1037,None,282.6,0.0,0.0,81,Clear,sky is clear,2012-10-10 23:00:00,23,2,10,2012,0
347,None,273.9,0.0,0.0,1,Clear,sky is clear,2012-11-10 01:00:00,1,5,11,2012,1
350,None,274.4,0.0,0.0,75,Clouds,broken clouds,2012-11-10 03:00:00,3,5,11,2012,1
850,None,274.05,0.0,0.0,75,Clouds,broken clouds,2012-11-10 04:00:00,4,5,11,2012,1
2791,None,273.71,0.0,0.0,40,Clouds,scattered clouds,2012-11-10 05:00:00,5,5,11,2012,1
5809,None,272.66,0.0,0.0,1,Clear,sky is clear,2012-11-10 06:00:00,6,5,11,2012,1
6798,None,272.65,0.0,0.0,1,Clear,sky is clear,2012-11-10 07:00:00,7,5,11,2012,1
6304,None,272.52,0.0,0.0,1,Clear,sky is clear,2012-11-10 08:00:00,8,5,11,2012,1
5291,None,275.19,0.0,0.0,20,Clouds,few clouds,2012-11-10 09:00:00,9,5,11,2012,1
4638,None,275.34,0.0,0.0,1,Clear,sky is clear,2012-11-10 10:00:00,10,5,11,2012,1
5557,None,284.1,0.0,0.0,50,Clear,sky is clear,2012-11-10 14:00:00,14,5,11,2012,1
5818,None,284.1,0.0,0.0,50,Clear,sky is clear,2012-11-10 15:00:00,15,5,11,2012,1
6272,None,283.78,0.0,0.0,75,Clouds,broken clouds,2012-11-10 16:00:00,16,5,11,2012,1
5944,None,283.52,0.0,0.0,75,Clouds,broken clouds,2012-11-10 17:00:00,17,5,11,2012,1
4949,None,283.32,0.0,0.0,90,Clouds,overcast clouds,2012-11-10 18:00:00,18,5,11,2012,1
3511,None,282.06,0.0,0.0,90,Clouds,overcast clouds,2012-11-10 19:00:00,19,5,11,2012,1
3039,None,281.95,0.0,0.0,90,Clouds,overcast clouds,2012-11-10 20:00:00,20,5,11,2012,1
2679,None,281.81,0.0,0.0,90,Clouds,overcast clouds,2012-11-10 21:00:00,21,5,11,2012,1
2094,None,282.16,0.0,0.0,90,Clouds,overcast clouds,2012-11-10 22:00:00,22,5,11,2012,1
1284,None,282.53,0.0,0.0,90,Clouds,overcast clouds,2012-11-10 23:00:00,23,5,11,2012,1
630,None,283.91,0.0,0.0,90,Clouds,overcast clouds,2012-12-10 00:00:00,0,0,12,2012,0
410,None,284.64,0.0,0.0,90,Clouds,overcast clouds,2012-12-10 01:00:00,1,0,12,2012,0
331,None,284.61,0.0,0.0,90,Clouds,overcast clouds,2012-12-10 02:00:00,2,0,12,2012,0
372,None,283.18,0.0,0.0,72,Drizzle,light intensity drizzle,2012-12-10 03:00:00,3,0,12,2012,0
739,None,282.26,0.0,0.0,72,Rain,light rain,2012-12-10 04:00:00,4,0,12,2012,0
2561,None,280.77,0.0,0.0,72,Drizzle,light intensity drizzle,2012-12-10 05:00:00,5,0,12,2012,0
5586,None,278.53,0.0,0.0,75,Clouds,broken clouds,2012-12-10 06:00:00,6,0,12,2012,0
6992,None,277.64,0.0,0.0,75,Clouds,broken clouds,2012-12-10 07:00:00,7,0,12,2012,0
5860,None,277.9,0.0,0.0,90,Clouds,overcast clouds,2012-12-10 08:00:00,8,0,12,2012,0
5230,None,278.18,0.0,0.0,90,Clouds,overcast clouds,2012-12-10 09:00:00,9,0,12,2012,0
4864,None,279.29,0.0,0.0,75,Clouds,broken clouds,2012-12-10 10:00:00,10,0,12,2012,0
5146,None,280.45,0.0,0.0,75,Clouds,broken clouds,2012-12-10 11:00:00,11,0,12,2012,0
5526,None,280.95,0.0,0.0,40,Clouds,scattered clouds,2012-12-10 12:00:00,12,0,12,2012,0
5383,None,281.74,0.0,0.0,40,Clouds,scattered clouds,2012-12-10 13:00:00,13,0,12,2012,0
5758,None,281.84,0.0,0.0,75,Clouds,broken clouds,2012-12-10 14:00:00,14,0,12,2012,0
5889,None,282.45,0.0,0.0,75,Clouds,broken clouds,2012-12-10 15:00:00,15,0,12,2012,0
6057,None,282.2,0.0,0.0,75,Clouds,broken clouds,2012-12-10 16:00:00,16,0,12,2012,0
6028,None,281.54,0.0,0.0,40,Clouds,scattered clouds,2012-12-10 17:00:00,17,0,12,2012,0
5257,None,280.21,0.0,0.0,20,Clouds,few clouds,2012-12-10 18:00:00,18,0,12,2012,0
1897,None,282.2,0.0,0.0,56,Clear,sky is clear,2012-12-10 23:00:00,23,0,12,2012,0
1335,None,272.58,0.0,0.0,1,Clear,sky is clear,2012-10-13 00:00:00,0,5,10,2012,1
769,None,272.06,0.0,0.0,1,Clear,sky is clear,2012-10-13 01:00:00,1,5,10,2012,1
570,None,270.99,0.0,0.0,1,Clear,sky is clear,2012-10-13 02:00:00,2,5,10,2012,1
413,None,270.29,0.0,0.0,20,Clouds,few clouds,2012-10-13 03:00:00,3,5,10,2012,1
399,None,269.48,0.0,0.0,1,Clear,sky is clear,2012-10-13 04:00:00,4,5,10,2012,1
740,None,269.27,0.0,0.0,1,Clear,sky is clear,2012-10-13 05:00:00,5,5,10,2012,1
1420,None,268.91,0.0,0.0,1,Clear,sky is clear,2012-10-13 06:00:00,6,5,10,2012,1
2220,None,268.98,0.0,0.0,75,Clouds,broken clouds,2012-10-13 07:00:00,7,5,10,2012,1
3479,None,269.23,0.0,0.0,40,Clouds,scattered clouds,2012-10-13 08:00:00,8,5,10,2012,1
4546,None,272.61,0.0,0.0,40,Clouds,scattered clouds,2012-10-13 09:00:00,9,5,10,2012,1
4579,None,276.78,0.0,0.0,20,Clouds,few clouds,2012-10-13 10:00:00,10,5,10,2012,1
4438,None,279.22,0.0,0.0,1,Clear,sky is clear,2012-10-13 11:00:00,11,5,10,2012,1
4623,None,280.35,0.0,0.0,1,Clear,sky is clear,2012-10-13 12:00:00,12,5,10,2012,1
4440,None,281.81,0.0,0.0,1,Clear,sky is clear,2012-10-13 13:00:00,13,5,10,2012,1
4495,None,283.05,0.0,0.0,1,Clear,sky is clear,2012-10-13 14:00:00,14,5,10,2012,1
4483,None,283.96,0.0,0.0,1,Clear,sky is clear,2012-10-13 15:00:00,15,5,10,2012,1
4591,None,284.53,0.0,0.0,1,Clear,sky is clear,2012-10-13 16:00:00,16,5,10,2012,1
4477,None,284.44,0.0,0.0,1,Clear,sky is clear,2012-10-13 17:00:00,17,5,10,2012,1
4221,None,283.64,0.0,0.0,1,Clear,sky is clear,2012-10-13 18:00:00,18,5,10,2012,1
3672,None,281.85,0.0,0.0,20,Clouds,few clouds,2012-10-13 19:00:00,19,5,10,2012,1
3015,None,281.38,0.0,0.0,1,Clear,sky is clear,2012-10-13 20:00:00,20,5,10,2012,1
2769,None,281.84,0.0,0.0,75,Clouds,broken clouds,2012-10-13 21:00:00,21,5,10,2012,1
